module_category,component_category,year/month,number_sale
M3,P25,2007/2,0
M3,P25,2007/2,0
M3,P25,2007/5,0
M6,P25,2007/10,538
M2,P13,2007/8,0
M4,P13,2005/5,1153
M0,P13,2007/4,0
M0,P13,2007/4,0
M8,P13,2006/5,0
M8,P13,2006/9,0
M8,P13,2006/9,412
M5,P13,2005/12,6527
M5,P13,2006/2,0
M5,P13,2006/6,0
M5,P13,2006/12,0
M5,P13,2006/12,0
M5,P13,2007/1,0
M5,P13,2007/1,0
M7,P13,2005/9,0
M9,P13,2005/8,0
M9,P13,2005/10,0
M9,P13,2006/2,-5
M9,P13,2006/4,0
M9,P13,2006/5,252
M9,P13,2006/6,4012
M4,P08,2005/3,521
M4,P08,2005/3,0
M4,P08,2005/8,5323
M0,P08,2006/3,17724
M0,P08,2006/4,0
M0,P08,2007/3,0
M0,P08,2007/4,0
M8,P08,2005/12,706
M8,P08,2006/4,0
M8,P08,2006/5,26
M8,P08,2006/7,0
M8,P08,2006/11,0
M8,P08,2006/12,-1
M4,P08,2005/12,552
M4,P08,2006/2,41
M4,P08,2006/3,0
M5,P08,2006/11,216
M5,P08,2007/3,0
M7,P08,2006/8,840
M7,P08,2007/3,0
M1,P08,2006/3,0
M1,P08,2006/8,0
M1,P08,2006/9,7681
M9,P08,2006/9,182
M3,P08,2006/10,42
M3,P08,2007/5,0
M2,P26,2007/2,504
M2,P26,2007/5,0
M2,P26,2007/7,0
M4,P26,2005/4,2420
M4,P26,2005/5,2010
M4,P26,2005/7,449
M0,P26,2006/2,0
M0,P26,2006/5,51
M0,P26,2007/4,6
M0,P26,2007/4,462
M0,P26,2007/4,0
M8,P26,2005/11,252
M8,P26,2006/6,281
M8,P26,2006/12,0
M5,P26,2006/1,0
M5,P26,2006/1,8251
M5,P26,2006/4,8501
M5,P26,2006/7,1042
M5,P26,2006/11,0
M5,P26,2007/2,0
M7,P26,2005/11,36
M7,P26,2005/12,508
M7,P26,2006/3,7873
M7,P26,2007/2,-1
M1,P26,2006/5,0
M1,P26,2006/7,0
M1,P26,2006/8,767
M9,P26,2005/7,0
M9,P26,2005/7,0
M9,P26,2006/1,252
M9,P26,2006/7,5040
M9,P26,2006/8,0
M3,P26,2006/11,924
M3,P26,2007/2,0
M3,P26,2007/4,535
M3,P26,2007/9,135
M6,P26,2007/6,0
M4,P18,2005/8,622
M4,P18,2005/9,0
M8,P18,2005/9,0
M8,P18,2005/11,0
M8,P18,2005/12,244
M8,P18,2006/4,0
M8,P18,2006/11,0
M4,P18,2006/3,101
M5,P18,2006/2,521
M5,P18,2006/2,5225
M5,P18,2006/8,0
M7,P18,2006/10,0
M7,P18,2007/2,0
M1,P18,2006/5,1344
M1,P18,2006/8,219
M1,P18,2006/12,0
M9,P18,2005/10,26
M9,P18,2005/11,6211
M9,P18,2005/12,0
M9,P18,2006/10,958
M3,P18,2006/10,924
M3,P18,2007/3,422
M3,P18,2007/4,0
M2,P01,2007/10,0
M4,P01,2005/7,504
M0,P01,2006/4,23527
M0,P01,2006/11,412
M0,P01,2007/1,0
M0,P01,2007/2,0
M0,P01,2007/3,-5
M8,P01,2005/9,0
M8,P01,2005/10,0
M8,P01,2006/6,0
M4,P01,2006/1,0
M4,P01,2006/2,6719
M5,P01,2005/10,11087
M5,P01,2005/11,730
M5,P01,2006/1,0
M5,P01,2006/7,0
M5,P01,2006/9,0
M7,P01,2005/9,0
M7,P01,2005/9,0
M7,P01,2006/9,0
M1,P01,2006/2,0
M1,P01,2006/3,4872
M1,P01,2006/6,0
M1,P01,2007/1,0
M9,P01,2005/12,167
M9,P01,2006/1,0
M9,P01,2006/2,0
M9,P01,2006/7,0
M3,P01,2007/4,0
M3,P01,2007/5,41
M2,P14,2007/12,0
M4,P14,2005/3,0
M4,P14,2005/4,504
M4,P14,2005/8,857
M0,P14,2006/7,0
M8,P14,2006/8,504
M8,P14,2006/12,0
M5,P14,2007/3,0
M7,P14,2006/8,0
M1,P14,2006/8,1907
M9,P14,2006/1,0
M9,P14,2006/9,0
M9,P14,2006/9,0
M3,P14,2006/10,1680
M3,P14,2006/10,0
M3,P14,2006/10,91
M6,P14,2007/7,0
M6,P14,2007/10,387
M2,P12,2007/4,0
M2,P12,2007/10,0
M4,P12,2005/3,0
M4,P12,2005/8,252
M4,P12,2005/10,3001
M0,P12,2006/4,0
M0,P12,2006/6,540
M0,P12,2006/7,1308
M0,P12,2006/9,12318
M0,P12,2006/10,3226
M0,P12,2007/2,0
M8,P12,2005/9,0
M8,P12,2005/10,0
M8,P12,2006/2,0
M8,P12,2006/4,0
M8,P12,2006/7,68
M4,P12,2006/1,219
M4,P12,2006/3,168
M5,P12,2005/11,61
M5,P12,2006/1,0
M5,P12,2006/2,0
M5,P12,2006/7,0
M5,P12,2006/7,0
M5,P12,2007/1,0
M7,P12,2006/9,336
M1,P12,2006/9,471
M3,P12,2007/7,693
M3,P12,2007/7,0
M2,P05,2007/5,0
M2,P05,2007/7,34
M4,P05,2005/10,664
M0,P05,2006/11,4335
M0,P05,2006/12,0
M0,P05,2007/3,0
M0,P05,2007/4,0
M8,P05,2005/9,2352
M8,P05,2006/2,0
M8,P05,2006/2,1476
M8,P05,2006/9,26
M4,P05,2006/3,0
M5,P05,2006/11,0
M5,P05,2007/3,0
M5,P05,2007/3,0
M5,P05,2007/3,0
M7,P05,2005/9,11
M7,P05,2006/11,0
M1,P05,2006/7,0
M1,P05,2006/11,0
M9,P05,2005/9,6183
M9,P05,2005/11,4951
M9,P05,2006/1,0
M9,P05,2006/4,3119
M9,P05,2006/11,0
M9,P05,2006/11,0
M3,P05,2007/2,150
M3,P05,2007/5,0
M3,P05,2007/7,298
M3,P05,2007/8,0
M3,P05,2007/9,0
M2,P28,2007/2,0
M0,P28,2006/4,34
M0,P28,2006/10,2949
M0,P28,2007/4,0
M8,P28,2005/9,0
M8,P28,2006/3,68
M8,P28,2006/3,93
M8,P28,2006/4,0
M8,P28,2006/10,919
M8,P28,2006/12,0
M4,P28,2005/11,0
M4,P28,2006/1,824
M5,P28,2005/12,0
M5,P28,2006/12,0
M7,P28,2005/12,0
M7,P28,2006/4,168
M7,P28,2006/4,101
M7,P28,2006/6,0
M7,P28,2007/1,0
M1,P28,2006/5,0
M9,P28,2005/11,68
M9,P28,2006/9,0
M9,P28,2006/10,-6
M3,P28,2006/10,91
M3,P28,2006/12,168
M3,P28,2006/12,0
M3,P28,2007/8,0
M6,P28,2007/6,0
M4,P24,2005/4,0
M4,P24,2005/7,504
M4,P24,2005/9,0
M4,P24,2005/10,194
M0,P24,2007/1,0
M0,P24,2007/1,0
M0,P24,2007/2,0
M0,P24,2007/3,0
M8,P24,2005/9,1538
M8,P24,2005/11,2
M8,P24,2006/12,-3
M8,P24,2006/12,0
M4,P24,2005/12,471
M4,P24,2006/2,0
M4,P24,2006/2,0
M5,P24,2005/9,0
M5,P24,2005/10,0
M5,P24,2006/2,622
M5,P24,2006/7,0
M5,P24,2006/7,0
M5,P24,2006/11,0
M7,P24,2005/10,0
M7,P24,2006/3,10608
M7,P24,2006/4,0
M7,P24,2006/8,29
M7,P24,2006/11,0
M7,P24,2006/12,0
M1,P24,2007/2,0
M9,P24,2005/7,185
M9,P24,2005/8,0
M9,P24,2005/11,0
M9,P24,2006/2,0
M3,P24,2007/5,0
M3,P24,2007/9,0
M2,P02,2007/7,0
M2,P02,2007/7,0
M4,P02,2005/1,0
M4,P02,2005/7,153
M4,P02,2005/8,1134
M4,P02,2005/8,1882
M4,P02,2005/9,504
M0,P02,2006/3,0
M0,P02,2006/7,474
M0,P02,2006/8,924
M0,P02,2007/2,0
M0,P02,2007/3,-5
M8,P02,2005/12,840
M8,P02,2006/1,0
M8,P02,2006/4,12701
M8,P02,2006/4,0
M8,P02,2006/8,0
M8,P02,2006/12,0
M4,P02,2006/1,395
M4,P02,2006/2,0
M4,P02,2006/3,0
M5,P02,2005/10,101
M5,P02,2006/3,0
M5,P02,2006/7,0
M7,P02,2005/9,0
M7,P02,2005/12,0
M7,P02,2006/4,16298
M7,P02,2006/10,0
M7,P02,2006/11,0
M7,P02,2006/12,684
M7,P02,2007/2,0
M1,P02,2006/4,0
M1,P02,2006/5,0
M1,P02,2006/8,0
M9,P02,2006/3,6384
M3,P02,2007/2,2279
M2,P19,2007/11,0
M2,P19,2007/12,0
M4,P19,2005/6,0
M0,P19,2006/4,521
M0,P19,2006/9,681
M0,P19,2006/12,76
M8,P19,2005/9,0
M8,P19,2005/11,1966
M8,P19,2006/2,0
M8,P19,2006/5,6967
M5,P19,2005/12,0
M5,P19,2006/12,0
M5,P19,2007/2,0
M7,P19,2005/10,0
M7,P19,2005/10,0
M7,P19,2005/11,0
M7,P19,2005/12,0
M1,P19,2006/3,0
M1,P19,2006/4,84
M1,P19,2006/11,0
M3,P19,2007/1,1680
M3,P19,2007/8,0
M2,P20,2007/11,0
M4,P20,2005/3,0
M0,P20,2006/3,0
M8,P20,2005/9,0
M8,P20,2006/2,0
M8,P20,2006/3,348
M8,P20,2006/6,2225
M8,P20,2006/6,4143
M8,P20,2006/7,504
M8,P20,2006/8,0
M8,P20,2006/9,0
M4,P20,2005/12,21
M5,P20,2005/9,0
M5,P20,2006/11,0
M7,P20,2005/9,0
M1,P20,2006/9,1008
M9,P20,2005/8,0
M9,P20,2005/9,10013
M9,P20,2006/1,0
M9,P20,2006/4,0
M9,P20,2006/9,0
M9,P20,2006/10,1176
M3,P20,2007/6,-18
M3,P20,2007/9,-94
M4,P04,2005/2,0
M4,P04,2005/5,13439
M4,P04,2005/5,5810
M0,P04,2006/2,0
M0,P04,2006/5,1373
M0,P04,2006/12,0
M0,P04,2007/3,-5
M8,P04,2006/3,0
M8,P04,2006/10,0
M4,P04,2005/11,155
M5,P04,2006/3,6132
M5,P04,2006/12,0
M5,P04,2007/1,0
M7,P04,2005/9,0
M7,P04,2005/12,0
M7,P04,2005/12,0
M7,P04,2006/7,0
M7,P04,2006/9,1344
M7,P04,2006/10,0
M7,P04,2007/2,0
M1,P04,2006/3,0
M1,P04,2006/4,8232
M1,P04,2006/8,51
M1,P04,2006/11,19361
M3,P04,2007/3,0
M6,P04,2008/2,0
M2,P07,2007/10,0
M4,P07,2005/1,68
M4,P07,2005/2,0
M4,P07,2005/2,0
M4,P07,2005/3,84
M4,P07,2005/9,132
M0,P07,2006/2,0
M0,P07,2007/2,0
M8,P07,2005/9,0
M8,P07,2005/11,81
M8,P07,2006/4,924
M8,P07,2006/4,294
M8,P07,2006/5,252
M8,P07,2006/7,0
M8,P07,2006/10,0
M8,P07,2006/10,0
M8,P07,2006/10,0
M8,P07,2006/11,336
M4,P07,2006/2,0
M5,P07,2005/12,0
M7,P07,2006/11,0
M1,P07,2006/7,2252
M1,P07,2007/1,0
M9,P07,2005/7,68
M9,P07,2006/2,350
M9,P07,2006/5,185
M9,P07,2006/7,34
M2,P22,2007/10,0
M4,P22,2005/4,13763
M4,P22,2005/8,1991
M0,P22,2006/2,0
M0,P22,2006/8,756
M0,P22,2006/9,152
M0,P22,2007/1,0
M8,P22,2005/12,41
M8,P22,2006/2,336
M8,P22,2006/5,0
M4,P22,2006/4,0
M4,P22,2006/5,0
M5,P22,2005/10,6166
M5,P22,2006/2,0
M5,P22,2006/6,0
M5,P22,2006/10,0
M5,P22,2006/11,0
M7,P22,2006/3,168
M7,P22,2006/10,0
M7,P22,2007/3,0
M7,P22,2007/3,0
M1,P22,2006/8,3159
M9,P22,2005/9,0
M9,P22,2006/3,101
M9,P22,2006/7,2329
M9,P22,2006/11,0
M3,P22,2006/10,336
M2,P15,2007/2,2272
M4,P15,2005/1,0
M4,P15,2005/6,404
M8,P15,2005/9,0
M8,P15,2005/12,0
M8,P15,2006/1,504
M8,P15,2006/2,0
M8,P15,2006/10,0
M8,P15,2006/11,0
M4,P15,2006/4,0
M5,P15,2005/12,135
M5,P15,2006/4,202
M5,P15,2006/12,0
M5,P15,2007/2,0
M7,P15,2006/6,0
M7,P15,2006/10,0
M7,P15,2006/11,0
M1,P15,2006/2,0
M1,P15,2006/5,0
M9,P15,2005/8,2641
M9,P15,2005/12,370
M9,P15,2006/2,350
M9,P15,2006/5,0
M9,P15,2006/6,12
M9,P15,2006/8,3360
M3,P15,2007/5,0
M3,P15,2007/6,0
M2,P17,2007/9,0
M4,P17,2005/6,17
M0,P17,2006/3,0
M0,P17,2006/4,11
M0,P17,2006/6,0
M0,P17,2006/7,244
M0,P17,2006/11,54
M8,P17,2005/11,0
M8,P17,2006/4,0
M8,P17,2006/9,0
M8,P17,2006/9,4006
M4,P17,2006/2,31
M4,P17,2006/3,0
M5,P17,2006/1,2000
M5,P17,2006/1,958
M5,P17,2006/4,0
M5,P17,2006/9,0
M7,P17,2005/12,0
M7,P17,2006/2,0
M7,P17,2006/4,0
M7,P17,2006/11,0
M1,P17,2006/2,0
M1,P17,2006/7,0
M1,P17,2007/1,504
M9,P17,2006/3,0
M9,P17,2006/8,1512
M3,P17,2006/10,101
M3,P17,2006/11,4718
M3,P17,2007/4,5350
M3,P17,2007/6,0
M3,P17,2007/8,0
M3,P17,2007/9,0
M6,P17,2007/7,0
M2,P30,2007/3,0
M2,P30,2007/7,0
M4,P30,2005/10,162
M0,P30,2006/3,0
M0,P30,2006/6,0
M0,P30,2007/1,0
M8,P30,2006/3,1756
M8,P30,2006/6,0
M8,P30,2006/8,0
M8,P30,2006/9,0
M4,P30,2005/12,0
M4,P30,2006/1,31
M4,P30,2006/3,0
M5,P30,2005/9,0
M7,P30,2005/12,410
M1,P30,2006/10,0
M1,P30,2006/11,0
M9,P30,2005/9,0
M9,P30,2005/11,0
M9,P30,2005/12,0
M3,P30,2006/11,0
M3,P30,2007/3,1343
M3,P30,2007/7,0
M6,P30,2007/10,84
M6,P30,2007/12,0
M2,P03,2007/12,-23
M4,P03,2005/7,51
M8,P03,2005/12,1966
M8,P03,2006/4,34
M8,P03,2006/5,0
M8,P03,2006/10,0
M8,P03,2006/12,420
M4,P03,2005/11,0
M4,P03,2005/12,68
M4,P03,2006/5,0
M5,P03,2005/10,1462
M5,P03,2005/11,3340
M5,P03,2005/12,0
M5,P03,2006/12,0
M5,P03,2006/12,0
M7,P03,2005/11,84
M7,P03,2006/3,0
M7,P03,2007/3,0
M1,P03,2006/8,5576
M1,P03,2007/1,0
M9,P03,2006/4,0
M9,P03,2006/8,0
M2,P11,2007/12,0
M4,P11,2005/9,84
M4,P11,2005/10,0
M0,P11,2006/3,0
M0,P11,2006/5,0
M0,P11,2006/10,0
M8,P11,2005/10,0
M8,P11,2006/5,0
M8,P11,2006/7,0
M4,P11,2006/1,0
M5,P11,2005/10,2672
M5,P11,2006/3,18583
M5,P11,2007/2,0
M5,P11,2007/3,0
M7,P11,2005/9,0
M7,P11,2005/11,36
M7,P11,2006/3,0
M7,P11,2006/4,1848
M7,P11,2006/10,0
M7,P11,2006/11,0
M1,P11,2006/8,706
M1,P11,2006/10,0
M1,P11,2006/11,636
M1,P11,2007/1,0
M9,P11,2006/5,908
M9,P11,2006/5,61
M9,P11,2006/6,0
M9,P11,2006/10,0
M3,P11,2006/10,0
M3,P11,2007/2,0
M3,P11,2007/2,-10
M3,P11,2007/2,0
M3,P11,2007/6,0
M3,P11,2007/6,0
M6,P11,2007/10,0
M6,P11,2007/12,0
M6,P11,2008/1,0
M6,P11,2008/2,0
M2,P16,2007/10,0
M4,P16,2005/4,1859
M0,P16,2006/3,0
M0,P16,2006/4,0
M0,P16,2007/1,0
M0,P16,2007/4,0
M8,P16,2005/11,0
M8,P16,2006/1,867
M8,P16,2006/1,0
M8,P16,2006/4,0
M8,P16,2006/6,303
M8,P16,2006/6,588
M8,P16,2006/8,101
M8,P16,2006/10,9140
M4,P16,2006/2,0
M4,P16,2006/2,0
M4,P16,2006/2,1546
M4,P16,2006/2,121
M5,P16,2005/10,0
M5,P16,2006/1,0
M5,P16,2006/3,0
M5,P16,2006/5,636
M5,P16,2006/7,0
M5,P16,2006/7,0
M5,P16,2006/9,0
M5,P16,2006/11,0
M7,P16,2005/10,266
M7,P16,2006/4,0
M7,P16,2006/6,168
M7,P16,2006/8,0
M1,P16,2007/1,0
M1,P16,2007/2,0
M9,P16,2006/2,0
M9,P16,2006/2,0
M9,P16,2006/6,0
M3,P16,2006/10,2772
M3,P16,2006/12,23838
M3,P16,2007/1,3562
M3,P16,2007/8,0
M2,P27,2007/9,0
M4,P27,2005/5,0
M4,P27,2005/6,0
M4,P27,2005/9,84
M0,P27,2006/9,646
M0,P27,2006/11,0
M0,P27,2007/1,-1
M8,P27,2005/10,0
M8,P27,2006/5,0
M4,P27,2005/12,9534
M4,P27,2006/2,0
M4,P27,2006/4,0
M4,P27,2006/4,-3
M5,P27,2005/12,966
M5,P27,2006/4,8034
M5,P27,2006/6,0
M5,P27,2006/11,0
M7,P27,2005/12,0
M1,P27,2006/2,0
M1,P27,2006/9,0
M1,P27,2007/2,0
M9,P27,2006/1,-1
M9,P27,2006/2,5392
M9,P27,2006/9,756
M3,P27,2006/12,6384
M3,P27,2007/7,0
M3,P27,2007/7,0
M2,P21,2008/1,0
M4,P21,2005/2,0
M4,P21,2005/2,0
M4,P21,2005/3,0
M4,P21,2005/7,252
M4,P21,2005/10,308
M4,P21,2005/10,135
M0,P21,2006/5,0
M0,P21,2006/11,0
M0,P21,2007/1,0
M0,P21,2007/4,0
M8,P21,2005/9,0
M8,P21,2006/3,0
M8,P21,2006/6,0
M8,P21,2006/7,723
M8,P21,2006/8,1764
M8,P21,2006/8,0
M8,P21,2006/10,-5
M8,P21,2006/11,0
M4,P21,2006/5,-16
M5,P21,2005/9,0
M5,P21,2005/10,51
M5,P21,2006/5,0
M5,P21,2006/5,1244
M5,P21,2006/6,0
M5,P21,2006/7,2016
M5,P21,2006/8,0
M5,P21,2006/10,0
M5,P21,2006/10,0
M5,P21,2006/11,0
M7,P21,2005/12,0
M7,P21,2006/6,0
M7,P21,2006/7,0
M7,P21,2007/2,0
M1,P21,2006/4,0
M1,P21,2006/4,0
M1,P21,2006/9,51
M1,P21,2006/11,2342
M9,P21,2006/9,1949
M3,P21,2007/2,0
M2,P06,2007/4,2796
M2,P06,2007/5,0
M2,P06,2007/7,0
M4,P06,2005/1,0
M4,P06,2005/5,387
M4,P06,2005/6,320
M4,P06,2005/7,252
M4,P06,2005/7,545
M0,P06,2006/5,387
M0,P06,2006/6,0
M0,P06,2006/7,0
M8,P06,2006/1,7594
M8,P06,2006/2,0
M8,P06,2006/9,0
M8,P06,2006/10,1276
M4,P06,2005/11,155
M4,P06,2006/1,824
M5,P06,2005/9,0
M5,P06,2005/12,278
M5,P06,2006/1,0
M5,P06,2006/9,0
M7,P06,2006/8,336
M7,P06,2006/10,0
M7,P06,2006/10,0
M1,P06,2006/6,1361
M9,P06,2005/8,0
M9,P06,2005/9,0
M9,P06,2005/10,0
M9,P06,2006/7,0
M9,P06,2006/8,0
M3,P06,2007/8,0
M6,P06,2008/1,0
M4,P23,2005/5,689
M0,P23,2006/9,840
M0,P23,2006/11,-11
M0,P23,2007/1,-5
M0,P23,2007/4,639
M5,P23,2005/9,0
M5,P23,2006/3,0
M5,P23,2006/3,0
M5,P23,2006/3,0
M5,P23,2006/3,6132
M5,P23,2006/4,1512
M5,P23,2006/9,0
M5,P23,2006/10,0
M1,P23,2006/3,0
M1,P23,2006/4,0
M1,P23,2006/7,269
M1,P23,2006/9,3535
M9,P23,2005/8,0
M9,P23,2005/11,0
M9,P23,2006/2,0
M3,P23,2007/5,0
M3,P23,2007/5,59
M2,P31,2007/4,336
M2,P31,2007/4,3419
M4,P31,2005/8,0
M0,P31,2006/8,0
M0,P31,2007/4,0
M8,P31,2005/10,0
M8,P31,2006/2,0
M8,P31,2006/3,0
M8,P31,2006/8,0
M8,P31,2006/12,0
M4,P31,2006/3,0
M4,P31,2006/3,0
M5,P31,2005/9,0
M5,P31,2005/12,0
M5,P31,2006/4,0
M5,P31,2006/10,0
M5,P31,2006/11,0
M7,P31,2005/12,0
M7,P31,2006/2,71
M7,P31,2006/3,0
M7,P31,2006/8,0
M7,P31,2006/8,0
M1,P31,2007/2,0
M1,P31,2007/2,252
M3,P31,2007/1,420
M3,P31,2007/3,0
M2,P09,2007/10,0
M2,P09,2007/10,0
M4,P09,2005/1,0
M4,P09,2005/3,521
M4,P09,2005/4,0
M4,P09,2005/7,249
M4,P09,2005/8,51
M0,P09,2006/5,0
M0,P09,2006/6,6393
M0,P09,2007/2,0
M5,P09,2005/10,0
M5,P09,2005/11,0
M5,P09,2006/9,0
M5,P09,2006/11,0
M5,P09,2007/1,0
M5,P09,2007/2,0
M7,P09,2005/10,84
M7,P09,2005/12,0
M1,P09,2006/6,0
M9,P09,2005/8,0
M9,P09,2006/9,0
M3,P09,2007/2,-5
M6,P09,2007/10,21
M4,P10,2005/2,0
M4,P10,2005/5,0
M4,P10,2005/6,462
M4,P10,2005/6,1734
M4,P10,2005/9,84
M4,P10,2005/11,0
M0,P10,2006/2,0
M0,P10,2007/1,-3
M8,P10,2006/2,2463
M8,P10,2006/5,2420
M8,P10,2006/8,0
M8,P10,2006/10,0
M5,P10,2005/10,0
M5,P10,2005/11,0
M5,P10,2005/11,2890
M5,P10,2005/12,630
M5,P10,2006/4,572
M5,P10,2006/9,0
M5,P10,2007/3,0
M7,P10,2005/9,0
M7,P10,2006/11,0
M1,P10,2006/4,765
M1,P10,2006/5,0
M3,P10,2007/6,0
M2,P29,2007/4,0
M2,P29,2008/1,0
M4,P29,2005/3,101
M4,P29,2005/9,0
M0,P29,2006/2,0
M0,P29,2006/11,0
M0,P29,2007/3,0
M8,P29,2005/10,0
M8,P29,2005/10,252
M8,P29,2005/12,0
M8,P29,2006/3,3024
M8,P29,2006/3,185
M8,P29,2006/8,0
M8,P29,2006/10,0
M4,P29,2005/12,68
M5,P29,2006/3,0
M5,P29,2006/12,0
M5,P29,2007/3,0
M7,P29,2005/10,0
M7,P29,2006/3,0
M7,P29,2006/6,0
M7,P29,2006/11,0
M7,P29,2006/12,4301
M1,P29,2006/4,765
M1,P29,2006/9,5057
M1,P29,2007/1,0
M9,P29,2006/4,0
M9,P29,2006/11,0
M4,P25,2005/1,0
M4,P25,2005/1,0
M0,P25,2006/2,0
M0,P25,2006/9,0
M8,P25,2006/1,0
M8,P25,2006/10,0
M4,P25,2006/2,-3
M4,P25,2006/3,0
M4,P25,2006/5,0
M5,P25,2006/3,0
M5,P25,2006/10,-1
M7,P25,2005/11,0
M7,P25,2006/3,380
M7,P25,2006/3,0
M7,P25,2006/4,93
M7,P25,2006/7,2016
M7,P25,2006/11,0
M7,P25,2007/3,0
M1,P25,2006/7,0
M1,P25,2006/10,0
M1,P25,2006/11,-1
M1,P25,2006/11,0
M9,P25,2005/7,0
M9,P25,2005/11,0
M9,P25,2006/3,143
M9,P25,2006/4,588
M9,P25,2006/4,372
M3,P25,2007/2,0
M3,P25,2007/4,0
M3,P25,2007/6,0
M2,P13,2007/2,0
M2,P13,2007/4,404
M2,P13,2007/5,0
M0,P13,2006/4,0
M0,P13,2006/4,152
M0,P13,2006/6,51
M0,P13,2006/8,3846
M0,P13,2006/12,0
M0,P13,2007/1,0
M0,P13,2007/2,0
M8,P13,2005/10,3045
M8,P13,2006/5,0
M8,P13,2006/5,0
M8,P13,2006/6,101
M8,P13,2006/8,504
M5,P13,2005/11,0
M7,P13,2005/9,216
M7,P13,2006/6,1875
M7,P13,2006/9,0
M1,P13,2006/5,0
M1,P13,2007/2,0
M9,P13,2005/10,1971
M9,P13,2006/5,0
M9,P13,2006/8,0
M3,P13,2006/12,168
M3,P13,2007/4,-13
M3,P13,2007/5,-6
M3,P13,2007/8,0
M4,P08,2005/4,0
M0,P08,2006/3,0
M0,P08,2006/12,0
M0,P08,2007/2,0
M8,P08,2005/9,0
M8,P08,2005/9,0
M8,P08,2005/10,34
M8,P08,2006/1,236
M4,P08,2006/1,0
M4,P08,2006/1,0
M5,P08,2005/9,0
M5,P08,2005/10,51
M5,P08,2006/6,0
M5,P08,2006/7,0
M5,P08,2006/11,0
M5,P08,2007/3,0
M7,P08,2006/1,68
M7,P08,2006/8,2067
M7,P08,2006/9,0
M7,P08,2006/11,0
M7,P08,2007/3,0
M1,P08,2006/3,0
M1,P08,2006/5,1459
M1,P08,2007/1,-1
M9,P08,2005/10,0
M9,P08,2005/10,336
M9,P08,2006/2,0
M9,P08,2006/7,51
M9,P08,2006/8,0
M9,P08,2006/9,0
M6,P08,2007/10,189
M4,P26,2005/11,672
M0,P26,2006/3,81
M0,P26,2006/6,11
M0,P26,2006/12,0
M0,P26,2007/1,11
M8,P26,2005/10,0
M8,P26,2005/12,34
M8,P26,2006/2,0
M8,P26,2006/6,0
M8,P26,2006/10,101
M8,P26,2006/12,0
M4,P26,2006/3,0
M5,P26,2006/1,0
M5,P26,2006/3,0
M7,P26,2006/7,0
M1,P26,2006/4,0
M1,P26,2006/7,0
M1,P26,2006/10,168
M9,P26,2005/8,0
M9,P26,2005/11,0
M9,P26,2006/1,0
M9,P26,2006/10,0
M3,P26,2007/9,0
M2,P18,2007/2,504
M2,P18,2007/3,462
M2,P18,2007/9,0
M2,P18,2007/10,0
M2,P18,2007/12,1114
M4,P18,2005/4,0
M4,P18,2005/9,145
M0,P18,2006/3,0
M0,P18,2006/4,13015
M0,P18,2006/12,0
M0,P18,2006/12,16468
M0,P18,2007/1,0
M0,P18,2007/4,-5
M0,P18,2007/4,0
M8,P18,2005/12,387
M8,P18,2006/2,0
M4,P18,2006/2,0
M4,P18,2006/5,0
M4,P18,2006/5,0
M5,P18,2005/12,303
M5,P18,2006/5,0
M5,P18,2006/6,252
M5,P18,2006/8,0
M5,P18,2006/11,0
M5,P18,2006/12,0
M7,P18,2007/1,0
M1,P18,2006/8,0
M1,P18,2006/8,0
M9,P18,2005/7,0
M9,P18,2005/10,0
M9,P18,2005/11,0
M9,P18,2006/7,0
M9,P18,2006/11,0
M3,P18,2007/7,0
M2,P01,2007/2,0
M2,P01,2007/9,0
M4,P01,2005/2,1916
M4,P01,2005/3,0
M4,P01,2005/5,488
M0,P01,2006/4,0
M0,P01,2006/4,1289
M0,P01,2006/5,0
M0,P01,2006/6,740
M0,P01,2006/6,162
M0,P01,2007/4,-8
M8,P01,2005/10,0
M8,P01,2005/10,34
M8,P01,2006/1,236
M8,P01,2006/2,0
M8,P01,2006/3,286
M8,P01,2006/3,0
M8,P01,2006/7,0
M8,P01,2006/7,0
M8,P01,2006/8,0
M8,P01,2006/11,0
M5,P01,2006/10,0
M5,P01,2007/2,0
M5,P01,2007/3,0
M7,P01,2005/10,0
M1,P01,2006/10,0
M9,P01,2005/8,0
M9,P01,2006/2,0
M9,P01,2006/4,840
M9,P01,2006/5,0
M9,P01,2006/5,0
M3,P01,2006/11,0
M3,P01,2007/3,0
M2,P14,2007/4,244
M2,P14,2007/6,185
M2,P14,2007/12,1114
M4,P14,2005/1,0
M0,P14,2006/2,437
M0,P14,2006/9,0
M0,P14,2006/10,0
M0,P14,2007/4,0
M8,P14,2005/9,8400
M4,P14,2006/3,0
M5,P14,2006/3,18583
M5,P14,2006/11,0
M5,P14,2007/1,0
M5,P14,2007/3,0
M7,P14,2005/9,0
M7,P14,2005/11,0
M7,P14,2006/1,0
M7,P14,2006/1,17
M7,P14,2006/4,5623
M7,P14,2006/6,0
M7,P14,2006/7,101
M7,P14,2006/8,336
M7,P14,2006/10,0
M1,P14,2006/2,0
M1,P14,2006/2,0
M1,P14,2006/4,0
M9,P14,2005/7,0
M9,P14,2005/11,0
M9,P14,2005/12,168
M9,P14,2006/6,168
M3,P14,2007/3,420
M3,P14,2007/5,0
M3,P14,2007/6,0
M2,P12,2007/11,0
M2,P12,2008/1,0
M4,P12,2005/1,0
